SKU,Item Name,Customer-facing Name,Default Vendor Name,Reporting Category,Default Vendor Code,Default Unit Cost,Current Selling Price,Current Gross Margin %,Current Markup %,Suggested Selling Price,Suggested Gross Margin %,Suggested Markup %,Target Gross Margin %,Minimum Dollar Profit,Cost Band,Strategy Tags,Rounding Profile,Pricing Rule,Pricing Action,Pricing Notes,Strategy Notes,Sales Demand Tier,Sales Lines,Sales Quantity Sold,Sales Net Sales,Average Realized Unit Price,Sales Signal Trusted,Sales Match Types,Sales Pricing Note,Last Price Update Date,Last Price Update Reason,Override Notes
33GBS20,33 GPM 2 HP Goulds Booster Pump,33 GPM 2 HP Goulds Booster Pump,MPWSR,MPWSR,33GBS20,1028.87,1469.80,30.0%,42.9%,1469.80,30.0%,42.9%,14.0%,125.00,1000+,equipment,ending_50_minus_1,1000+ + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 1000+. Larger equipment uses a thinner margin target.,,,,,,,,,,,
34017001K170KIT170,GENERAL PUMP KIT 170 OEM,GENERAL PUMP KIT 170 OEM,MPWSR,MPWSR,34017001 K170 KIT 170,123.70,137.44,10.0%,11.1%,154.99,20.2%,25.3%,20.0%,16.00,100-249.99,"bundle, equipment",ending_5_minus_.01,100-249.99 + bundle + equipment,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 100-249.99. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-AR-KIT-1887,AR kit 1887,AR kit 1887,MPWSR,MPWSR,3402,92.40,115.50,20.0%,25.0%,115.50,20.0%,25.0%,22.0%,10.00,50-99.99,"bundle, equipment",ending_.99,50-99.99 + bundle + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-AR-KIT-1855,AR kit 1855,AR kit 1855,MPWSR,MPWSR,3403,46.20,57.80,20.1%,25.1%,57.80,20.1%,25.1%,24.0%,7.00,20-49.99,"bundle, commodity_part",ending_.99,20-49.99 + bundle + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-CAT-PUMPS-67DX-UNLOADER-KIT-3155,Cat Pumps 67DX Unloader kit 31556,Cat Pumps 67DX Unloader kit 31556,MPWSR,MPWSR,3406,57.11,71.40,20.0%,25.0%,71.40,20.0%,25.0%,22.0%,10.00,50-99.99,"bundle, equipment",ending_.99,50-99.99 + bundle + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-COMET-SIGHT-GLASS-OIL-INDICATOR,Comet Sight Glass Oil Indicator,Comet Sight Glass Oil Indicator,MPWSR,MPWSR,3407,3.35,4.20,20.2%,25.4%,4.20,20.2%,25.4%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
MPWSR-AR45-LOWER-CERAMIC-PISTON-AR3120,AR45 Lower Ceramic Piston AR3120301 #94,AR45 Lower Ceramic Piston AR3120301 #94,MPWSR,MPWSR,3409,22.25,24.92,10.7%,12.0%,29.99,25.8%,34.8%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 20-49.99.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-9,1/4 Meg SurfaceCleaner Nozzle 9.0 GPM 0 Degree 00090,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3412,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-10,1/4 Meg SurfaceCleaner Nozzle 10 GPM 0 Degree 00100,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3416,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-COMET-TW8036-PS8010-PUMP-BARE-14,Comet TW8036 PS8010 pump bare 1450 @8gpm 1750 @ 10GPM,Comet TW8036 PS8010 BARE Pump 1450 @8gpm 1750 @ 10GPM,MPWSR,MPWSR,3423,760.95,894.83,15.0%,17.6%,894.83,15.0%,17.6%,22.0%,60.00,500-999.99,"chemical, bundle, equipment",ending_10_minus_1,500-999.99 + chemical + bundle + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 500-999.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-11,1/4 Meg SurfaceCleaner Nozzle 7.0 GPM 15 Degree 15070,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3426,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
3468,"4/3V6.90SK 6.9"" OD 4 GROOVE SHEAVE","4/3V6.90SK 6.9"" OD 4 GROOVE SHEAVE",MPWSR,MPWSR,3468,53.25,67.30,20.9%,26.4%,67.30,20.9%,26.4%,24.0%,10.00,50-99.99,,ending_.99,50-99.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-12,1/4 Meg SurfaceCleaner Nozzle 7.5 GPM 15 Degree 15075,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3475,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
34750-ZDX-835,IGX 800 ECU (Electronic Control Unit),IGX 800 Electronic Control Unit (34750-ZDX-835),MPWSR,MPWSR,34750-ZDX-835,549.99,629.99,12.7%,14.5%,629.99,12.7%,14.5%,17.0%,60.00,500-999.99,,ending_10_minus_1,500-999.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 500-999.99.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-13,1/4 Meg SurfaceCleaner Nozzle 8.0 GPM 15 Degree 15080,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3482,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-14,1/4 Meg SurfaceCleaner Nozzle 10 GPM 15 Degree 15100,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3483,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-AR-KIT-2233-VERTICAL-PUMP-CHECK,AR kit 2233 Vertical Pump Check Valves,AR kit 2233 Vertical Pump Check Valves,MPWSR,MPWSR,3493,14.95,19.90,24.9%,33.1%,19.90,24.9%,33.1%,25.0%,4.50,10-19.99,"bundle, equipment",ending_.99,10-19.99 + bundle + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-2-BLUE-CAP-HOSE-INLET-REPLAC-2,1/2'' Blue Cap Hose Inlet replacement Screen,1/2'' Blue Cap Hose Inlet replacement Screen,MPWSR,MPWSR,3501,4.19,5.20,19.4%,24.1%,5.20,19.4%,24.1%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
3502420,"Rim for 8"" Lid","Rim for 8"" Lid",MPWSR,MPWSR,3502420,9.99,12.99,23.1%,30.0%,12.99,23.1%,30.0%,28.0%,3.00,5-9.99,,ending_.99,5-9.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99.,,,,,,,,,,,
MPWSR-P40-O-RING-FOR-PUMP-MANIFOLD-CHE,P40 O-Ring for Pump Manifold Check Valve 1210.0838 #63,Pump Manifold O-Ring For Comet P-40 1210.0838 #63,MPWSR,MPWSR,3508,10.63,11.80,9.9%,11.0%,15.99,33.5%,50.4%,23.0%,4.50,10-19.99,equipment,ending_.99,10-19.99 + equipment,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 10-19.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
35100-Z6L-013,Switch; Combination 9337593,Switch; Combination 9337593,MPWSR,MPWSR,35100-Z6L-013,110.93,144.34,23.1%,30.1%,144.34,23.1%,30.1%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99.,,,,,,,,,,,
35120-Z5T-003,Honda 35120-Z5T-003 Engine Stop Switch Assembly,Honda 35120-Z5T-003 Engine Stop Switch Assembly,MPWSR,MPWSR,35120-Z5T-003,6.90,7.73,10.7%,12.0%,9.99,30.9%,44.8%,24.0%,3.00,5-9.99,equipment,ending_.99,5-9.99 + equipment,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 5-9.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
3514,4-3v3.35 engine pulley 1450 rpm SH,4-3v3.35 engine pulley 1450 rpm SH,MPWSR,MPWSR,3514,32.25,41.90,23.0%,29.9%,41.90,23.0%,29.9%,21.0%,7.00,20-49.99,equipment,ending_.99,20-49.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-15,1/4 Meg SurfaceCleaner Nozzle 9.0 GPM 15 Degree 15090,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3515,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-16,1/4 Meg SurfaceCleaner Nozzle 7.0 GPM 25 Degree 25070,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3518,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-17,1/4 Meg SurfaceCleaner Nozzle 7.5 GPM 25 Degree 25075,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3520,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
3522221,"100 & 65 gallon Loaf tank lid 8""","100 & 65 gallon Loaf tank lid 8""",MPWSR,MPWSR,3522221,30.68,39.31,22.0%,28.1%,39.31,22.0%,28.1%,27.0%,7.00,20-49.99,bundle,ending_.99,20-49.99 + bundle,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
35480-Z6L-003,Switch; Oil Level,Switch; Oil Level,MPWSR,MPWSR,35480-Z6L-003,43.45,48.28,10.0%,11.1%,57.99,25.1%,33.5%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 20-49.99.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-18,1/4 Meg SurfaceCleaner Nozzle 8.0 GPM 25 Degree 25080,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3555,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
3556,SK-24MM BUSHING 1450 rpm,SK-24MM BUSHING 1450 rpm,MPWSR,MPWSR,3556,30.00,37.50,20.0%,25.0%,37.50,20.0%,25.0%,22.0%,7.00,20-49.99,commodity_part,ending_.99,20-49.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-19,1/4 Meg SurfaceCleaner Nozzle 9.0 GPM 25 Degree 25090,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3572,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
3574,P40 Inlet O-Ring Ø3x29 Viton 1210.0210 #80,P40 Inlet O-Ring Ø3x29 Viton 1210.0210 #80,MPWSR,MPWSR,3574,7.55,9.40,19.7%,24.5%,9.40,19.7%,24.5%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-20,1/4 Meg SurfaceCleaner Nozzle 10 GPM 25 Degree 25100,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3581,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-COMET-5030-FULLY-PLUMBED-PUMP,Comet 5030 Fully Plumbed Pump,Comet ZWD 5030 Fully Plumbed Pump,MPWSR,MPWSR,3602,378.00,472.50,20.0%,25.0%,472.50,20.0%,25.0%,16.0%,30.00,250-499.99,equipment,ending_10_minus_1,250-499.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 250-499.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-21,1/4 Meg SurfaceCleaner Nozzle 7.0 GPM 40 Degree 40070,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3607,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-22,1/4 Meg SurfaceCleaner Nozzle 7.5 GPM 40 Degree 40075,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3612,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
36163,"Cable Lug 6GA 1/4"" Plated","Cable Lug #6 1/4"" Plated",MPWSR,MPWSR,36163,1.10,1.60,31.2%,45.5%,1.60,31.2%,45.5%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
36164,"Cable Lug 6GA 5/16"" Plated","Cable Lug 6GA 5/16"" Plated 36164",MPWSR,MPWSR,36164,1.10,1.60,31.2%,45.5%,1.60,31.2%,45.5%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
36165,"Cable Lug 6GA 3/8"" Plated","Cable Lug #6 3/8"" Plated",MPWSR,MPWSR,36165,0.99,1.60,38.1%,61.6%,1.60,38.1%,61.6%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-23,1/4 Meg SurfaceCleaner Nozzle 8.0 GPM 40 Degree 40080,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3618,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-24,1/4 Meg SurfaceCleaner Nozzle 9.0 GPM 40 Degree 40090,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3625,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-25,1/4 Meg SurfaceCleaner Nozzle 10 GPM 40 Degree 40100,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3629,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-5019-0039-00-COMET-FW2-20MM-SEAL,5019.0039.00 Comet FW2 20mm Seal kit,5019.0039.00 Comet FW2 20mm Seal kit,MPWSR,MPWSR,3633,143.00,173.00,17.3%,21.0%,173.00,17.3%,21.0%,21.0%,16.00,100-249.99,"bundle, commodity_part",ending_5_minus_.01,100-249.99 + bundle + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-TIP,"1/4"" Quick change Color coded Tips 7.0 GPM 0 Degree Red D00070Q",Red Nozzle 0 Degree Tip,MPWSR,MPWSR,3643,3.15,5.25,40.0%,66.7%,5.25,40.0%,66.7%,25.0%,2.00,0-4.99,equipment,ending_.99,0-4.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-T-2,"1/4"" Quick change Color coded Tips 7.5 GPM 0 Degree Red D00075Q",Red Nozzle 0 Degree Tip,MPWSR,MPWSR,3649,3.15,5.25,40.0%,66.7%,5.25,40.0%,66.7%,25.0%,2.00,0-4.99,equipment,ending_.99,0-4.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-T-3,"1/4"" Quick change Color coded Tips 8.0 GPM 0 Degree Red GP# D00080Q",Red Nozzle 0 Degree Tip,MPWSR,MPWSR,3653,3.15,5.25,40.0%,66.7%,5.25,40.0%,66.7%,25.0%,2.00,0-4.99,equipment,ending_.99,0-4.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-T-4,"1/4"" Quick change Color coded Tips 9.0 GPM 0 Degree Red GP D00090Q",Red Nozzle 0 Degree Tip,MPWSR,MPWSR,3654,3.15,5.25,40.0%,66.7%,5.25,40.0%,66.7%,25.0%,2.00,0-4.99,equipment,ending_.99,0-4.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-T-5,"1/4"" Quick change Color coded Tips 10 GPM 0 Degree Red GP D00100Q",Red Nozzle 0 Degree Tip,MPWSR,MPWSR,3656,3.15,5.25,40.0%,66.7%,5.25,40.0%,66.7%,25.0%,2.00,0-4.99,equipment,ending_.99,0-4.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-22MM-X-14MM-O-RINGS-25-PACK,22mm x 14mm O-Rings - 25 Pack,25 Pack 22mm x 14mm Orings,MPWSR,MPWSR,3661,10.00,26.30,62.0%,163.0%,26.30,62.0%,163.0%,26.0%,4.50,10-19.99,"bundle, commodity_part",ending_.99,10-19.99 + bundle + commodity_part,keep_current,Current price is above the target band and was preserved for review.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-T-6,"1/4"" Quick change Color coded Tips 7.5 GPM 15 Degree Yellow D15075Q",Yellow Nozzle 15 Degree Tip,MPWSR,MPWSR,3662,3.15,5.25,40.0%,66.7%,5.25,40.0%,66.7%,25.0%,2.00,0-4.99,equipment,ending_.99,0-4.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
